 ;De 16 a 19 años;;;De 20 a 24 años;;;De 25 a 34 años;;;De 35 a 44 años;;;De 45 a 54 años;;;55 y más años;;
 ;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres
01 Andalucía;;;;;;;;;;;;;;;;;;
    2012T3;45.5;27.0;18.4;113.4;63.5;49.9;229.1;119.5;109.6;233.6;127.9;105.7;174.7;97.9;76.8;82.2;48.6;33.6
    2012T2;44.6;24.8;19.9;116.2;56.9;59.3;219.5;128.3;91.3;229.9;134.5;95.4;161.2;87.3;73.9;81.0;48.2;32.8
    2012T1;41.0;22.6;18.3;115.1;64.5;50.6;231.8;123.7;108.1;235.8;126.0;109.8;158.2;86.8;71.4;84.7;49.2;35.5
    2011T4;37.8;20.1;17.7;112.0;58.1;53.9;206.1;116.5;89.6;225.5;127.1;98.4;149.9;77.6;72.4;72.7;42.0;30.6
    2011T3;38.6;24.5;14.1;109.5;62.5;47.0;212.4;122.3;90.2;211.0;117.8;93.2;139.2;77.0;62.3;61.7;35.2;26.5
    2011T2;37.3;22.1;15.2;101.8;58.6;43.2;196.3;105.7;90.6;197.4;103.4;94.1;118.0;67.9;50.1;62.1;39.1;23.1
    2011T1;47.7;31.1;16.6;101.1;62.0;39.1;208.3;111.3;97.0;185.8;100.5;85.3;138.3;77.2;61.1;69.1;42.4;26.7
    2010T4;42.0;27.7;14.3;89.9;57.1;32.8;207.5;118.8;88.6;168.9;93.5;75.4;132.3;74.3;57.9;64.6;40.5;24.2
    2010T3;46.9;27.8;19.1;90.2;57.4;32.7;199.5;109.4;90.1;179.6;99.5;80.2;107.4;60.1;47.3;64.7;40.0;24.6
    2010T2;50.0;27.3;22.6;93.4;55.3;38.0;197.6;115.9;81.7;179.2;97.4;81.8;110.6;60.8;49.8;62.6;38.4;24.1
    2010T1;44.8;28.6;16.2;91.1;57.5;33.6;223.8;130.6;93.1;174.9;99.3;75.5;117.5;71.2;46.3;47.8;25.7;22.1
    2009T4;41.1;27.0;14.0;90.8;57.8;33.0;207.7;118.7;89.1;175.9;101.4;74.5;97.3;61.1;36.2;47.0;26.4;20.6
    2009T3;48.2;24.5;23.6;95.6;52.8;42.9;195.5;122.1;73.4;148.4;83.2;65.2;89.4;48.1;41.4;47.1;27.5;19.6
    2009T2;40.5;26.6;13.9;91.6;58.0;33.6;192.9;118.4;74.6;150.9;87.6;63.3;91.4;49.8;41.6;55.3;30.4;24.8
    2009T1;44.0;30.2;13.8;97.3;57.7;39.6;208.0;129.3;78.7;156.2;88.3;67.9;94.3;50.9;43.5;40.9;22.6;18.3
    2008T4;38.6;22.7;16.0;67.7;41.5;26.2;153.4;94.0;59.5;111.8;62.7;49.1;65.7;37.5;28.2;27.8;14.8;13.0
    2008T3;33.3;22.4;10.9;49.8;31.3;18.6;109.9;63.6;46.3;84.5;48.8;35.7;47.8;30.2;17.6;20.7;11.9;8.7
    2008T2;27.1;13.7;13.4;36.0;21.8;14.2;91.2;52.1;39.1;68.1;38.3;29.8;49.0;31.0;18.0;22.3;12.7;9.7
    2008T1;23.3;12.4;10.9;43.2;25.6;17.6;78.9;37.2;41.7;74.8;34.0;40.8;51.7;27.8;23.9;21.4;12.5;8.9
    2007T4;23.9;12.3;11.6;29.8;16.3;13.5;63.7;26.9;36.8;58.6;26.8;31.7;54.1;28.6;25.5;21.7;12.0;9.6
    2007T3;26.0;13.0;13.0;31.3;17.7;13.6;66.1;35.5;30.6;64.7;25.1;39.6;45.3;19.8;25.4;24.6;14.2;10.4
    2007T2;23.9;14.6;9.3;27.6;11.6;16.0;54.2;31.7;22.5;60.4;27.1;33.3;42.6;21.1;21.5;21.0;13.7;7.3
    2007T1;15.4;6.1;9.3;36.1;17.0;19.1;71.6;33.8;37.8;66.0;33.6;32.4;40.0;17.3;22.7;21.6;9.7;11.9
    2006T4;20.6;9.2;11.4;36.2;17.7;18.5;64.0;31.9;32.2;65.2;30.7;34.6;41.3;20.5;20.9;19.3;8.9;10.5
    2006T3;25.1;11.7;13.3;32.8;14.8;17.9;54.8;28.3;26.5;57.5;24.0;33.4;43.1;14.2;28.8;17.6;9.6;8.0
    2006T2;26.0;9.9;16.2;34.6;18.6;15.9;72.1;34.4;37.7;53.1;24.6;28.5;35.7;12.6;23.1;13.5;6.3;7.2
    2006T1;19.5;11.6;7.9;42.9;23.5;19.4;77.5;30.9;46.6;56.8;22.2;34.6;41.8;19.2;22.6;17.4;10.6;6.8
10 Comunitat Valenciana;;;;;;;;;;;;;;;;;;
    2020T4;14.4;6.3;8.1;43.8;25.4;18.4;85.3;42.5;42.8;88.5;37.6;51.0;94.4;45.2;49.2;71.7;32.9;38.8
    2020T3;15.5;8.9;6.6;50.9;26.3;24.6;108.7;50.3;58.4;93.8;38.6;55.2;88.3;39.9;48.4;65.6;32.6;33.0
    2020T2;20.3;9.3;11.0;40.0;21.1;18.9;103.0;49.7;53.3;79.4;33.2;46.2;90.2;44.4;45.8;58.3;30.5;27.8
    2020T1;13.3;7.0;6.3;37.1;20.7;16.4;78.8;40.3;38.5;75.9;34.9;41.1;86.2;40.4;45.9;57.3;28.0;29.3
    2019T4;12.3;7.5;4.8;30.2;13.4;16.7;84.9;38.9;46.0;72.6;29.8;42.8;82.0;39.8;42.2;64.7;27.7;37.0
    2019T3;13.2;8.0;5.2;40.9;19.3;21.6;76.6;35.3;41.3;70.1;25.1;45.1;80.1;36.1;43.9;58.8;27.8;31.0
    2019T2;17.6;10.4;7.2;42.9;19.7;23.3;78.0;37.9;40.2;68.2;28.1;40.1;90.4;37.9;52.5;50.9;25.7;25.2
    2019T1;10.5;5.7;4.9;37.0;15.5;21.5;74.9;37.1;37.8;66.7;27.5;39.2;94.3;41.4;52.9;53.9;26.0;27.9
    2018T4;14.2;8.8;5.4;35.7;18.7;17.0;76.8;40.0;36.7;71.9;33.8;38.1;85.4;37.9;47.5;60.1;24.7;35.4
    2018T3;18.0;7.6;10.5;44.2;25.0;19.3;79.9;37.4;42.5;84.7;39.7;45.0;87.3;37.8;49.4;57.7;30.3;27.4
    2018T2;15.9;8.8;7.1;38.2;21.6;16.6;74.2;33.6;40.7;86.3;42.2;44.1;101.5;46.7;54.8;64.3;33.5;30.7
    2018T1;17.3;10.2;7.1;43.2;28.2;15.0;94.7;46.3;48.4;100.4;46.7;53.7;96.9;45.6;51.4;60.4;29.6;30.8
    2017T4;17.3;11.3;6.0;51.7;25.3;26.4;85.6;38.9;46.6;95.2;39.5;55.6;98.2;42.8;55.4;62.0;36.0;26.0
    2017T3;21.7;13.1;8.6;53.3;32.2;21.1;89.3;43.4;45.9;103.3;46.4;56.9;100.7;46.0;54.7;58.8;35.8;23.0
    2017T2;21.5;12.3;9.2;54.4;31.3;23.1;87.4;43.5;43.9;107.8;41.8;66.0;113.4;47.5;65.9;67.2;35.4;31.8
    2017T1;17.9;10.0;8.0;59.6;33.3;26.2;86.9;45.7;41.2;120.1;55.4;64.7;128.8;60.6;68.3;65.8;39.0;26.8
    2016T4;18.4;7.3;11.2;60.5;30.0;30.5;90.8;43.4;47.4;115.9;56.5;59.4;111.7;52.8;59.0;70.0;36.9;33.2
    2016T3;21.7;12.4;9.3;55.9;31.3;24.5;106.5;52.1;54.4;118.0;55.0;63.1;119.3;55.8;63.5;69.1;34.3;34.8
    2016T2;22.4;14.1;8.3;58.4;29.2;29.2;120.7;56.4;64.3;128.4;56.9;71.5;120.3;57.6;62.8;69.4;34.7;34.6
    2016T1;16.4;13.0;3.4;53.9;27.6;26.3;121.2;57.1;64.1;131.5;67.8;63.7;135.1;63.1;72.1;70.9;42.1;28.8
    2015T4;17.3;10.6;6.7;57.7;27.9;29.8;120.1;60.0;60.1;123.6;62.3;61.3;126.4;57.8;68.7;75.3;46.9;28.4
    2015T3;23.5;14.1;9.4;60.8;35.7;25.1;120.9;58.8;62.1;132.7;68.8;64.0;128.6;59.3;69.2;76.1;44.0;32.1
    2015T2;23.0;10.8;12.2;66.2;36.3;29.9;121.8;63.8;58.0;144.2;68.5;75.7;132.6;69.0;63.7;70.6;43.6;27.0
    2015T1;26.5;15.8;10.7;61.5;34.2;27.3;141.7;71.7;70.0;158.4;79.2;79.2;139.8;76.1;63.7;60.9;34.6;26.3
    2014T4;19.7;10.6;9.1;64.2;34.2;30.0;143.3;76.7;66.6;141.6;66.6;75.0;136.1;74.3;61.9;64.4;37.3;27.1
    2014T3;24.1;14.3;9.8;76.6;42.5;34.1;146.7;79.6;67.1;151.2;76.0;75.1;147.4;79.6;67.8;68.1;35.5;32.6
    2014T2;22.5;13.1;9.4;80.1;43.2;36.9;152.3;79.5;72.8;159.9;80.9;79.1;158.7;87.7;71.0;67.2;36.4;30.8
    2014T1;23.2;12.5;10.7;88.0;49.1;38.9;171.5;86.8;84.7;166.7;79.6;87.1;165.8;88.6;77.1;68.0;40.1;28.0
    2013T4;27.5;14.9;12.5;81.4;46.2;35.2;166.2;84.8;81.4;173.2;86.1;87.2;154.8;79.8;75.1;65.3;39.0;26.2
    2013T3;30.1;16.1;14.0;79.1;44.9;34.1;171.6;91.2;80.4;172.6;88.5;84.1;164.4;87.8;76.6;61.1;36.5;24.6
    2013T2;21.4;11.9;9.5;81.9;41.8;40.2;184.6;97.6;86.9;182.2;89.9;92.4;164.4;87.0;77.4;70.2;39.1;31.1
    2013T1;19.6;9.8;9.8;81.3;45.4;35.9;187.1;94.8;92.4;198.7;99.4;99.2;155.0;82.6;72.4;68.1;40.7;27.4
    2012T4;18.5;9.4;9.2;75.7;40.2;35.5;192.7;110.2;82.5;197.9;104.5;93.4;132.1;65.5;66.7;65.8;42.5;23.3
    2012T3;24.0;14.8;9.3;80.4;44.4;36.0;198.2;113.6;84.5;187.4;98.4;89.0;134.0;68.5;65.5;59.7;34.9;24.8
    2012T2;26.7;15.2;11.5;83.8;45.3;38.6;179.3;104.0;75.3;180.0;98.0;82.0;134.6;77.8;56.9;57.3;33.3;24.0
    2012T1;24.0;12.0;12.0;83.0;49.6;33.4;190.6;111.3;79.3;180.9;95.2;85.7;137.1;76.9;60.1;50.1;30.8;19.4
    2011T4;21.7;13.0;8.7;83.5;47.9;35.6;179.1;101.4;77.7;168.0;88.1;79.9;121.5;65.5;56.0;48.3;29.8;18.4
    2011T3;32.3;19.5;12.7;85.7;47.0;38.8;166.8;86.7;80.1;174.5;92.7;81.8;104.0;56.8;47.2;41.1;22.8;18.2
    2011T2;24.8;16.0;8.8;79.9;43.3;36.7;165.5;88.2;77.3;153.4;80.4;73.1;107.2;57.8;49.4;43.3;24.5;18.8
    2011T1;20.0;12.3;7.7;82.7;44.0;38.7;174.3;91.9;82.4;159.1;88.3;70.8;106.7;55.7;51.0;42.4;25.8;16.6
    2010T4;26.5;14.4;12.1;72.9;36.9;35.9;168.8;90.7;78.1;153.8;85.0;68.8;91.2;46.2;45.0;49.6;34.1;15.5
    2010T3;32.9;15.8;17.2;69.2;34.2;35.0;161.0;90.1;70.9;164.2;95.9;68.4;95.0;50.9;44.1;51.4;33.6;17.8
    2010T2;30.1;14.7;15.4;65.3;35.7;29.7;167.0;95.6;71.4;174.4;97.8;76.7;99.2;51.5;47.7;50.6;35.1;15.6
    2010T1;28.9;16.8;12.1;65.6;33.6;31.9;176.2;99.4;76.8;150.8;90.6;60.2;91.4;49.3;42.0;48.9;31.5;17.4
    2009T4;31.2;16.6;14.6;71.5;35.4;36.1;169.8;92.6;77.2;145.3;96.0;49.2;93.8;51.4;42.4;46.7;31.3;15.4
    2009T3;33.8;15.9;17.9;79.9;42.7;37.2;159.5;95.0;64.5;136.6;89.1;47.6;91.1;50.9;40.2;40.3;24.4;16.0
    2009T2;34.0;20.7;13.3;69.7;35.4;34.2;150.3;87.5;62.8;146.9;81.9;65.0;91.8;46.2;45.7;34.9;20.7;14.1
    2009T1;33.5;19.0;14.6;62.0;35.6;26.4;140.7;81.2;59.5;125.1;65.4;59.7;83.1;43.8;39.3;28.8;16.0;12.9
    2008T4;28.5;14.7;13.8;52.6;29.4;23.2;114.2;61.8;52.4;93.6;46.0;47.6;57.0;30.5;26.5;24.6;14.2;10.4
    2008T3;32.5;16.7;15.8;49.4;27.2;22.3;88.7;50.2;38.5;77.6;41.4;36.2;42.9;20.2;22.8;18.2;12.7;5.5
    2008T2;31.1;16.8;14.3;45.6;24.0;21.6;85.3;44.0;41.3;70.0;32.6;37.4;40.5;20.7;19.8;14.9;11.5;3.4
    2008T1;19.6;11.8;7.9;35.6;16.0;19.7;60.1;29.0;31.1;62.6;26.9;35.7;43.0;20.8;22.2;19.4;11.3;8.2
    2007T4;24.8;12.2;12.6;32.5;17.3;15.2;58.8;28.1;30.7;53.1;23.7;29.4;39.4;22.5;17.0;13.1;8.3;4.9
    2007T3;19.0;8.3;10.6;34.1;14.3;19.7;60.1;25.5;34.6;49.2;19.7;29.5;39.3;19.1;20.2;12.4;5.9;6.4
    2007T2;25.4;12.8;12.6;30.5;14.7;15.8;58.2;29.7;28.5;52.8;22.1;30.7;32.2;12.6;19.6;13.8;6.0;7.9
    2007T1;17.2;9.7;7.5;35.8;15.7;20.1;63.8;24.9;38.9;44.1;18.5;25.6;29.8;11.7;18.1;14.5;6.8;7.6
    2006T4;22.5;12.2;10.3;28.3;10.5;17.8;51.8;21.8;30.0;50.2;20.5;29.7;36.4;15.6;20.8;14.8;8.1;6.7
    2006T3;21.1;10.5;10.6;30.0;14.6;15.4;58.3;28.5;29.8;46.9;19.4;27.5;28.2;11.6;16.6;10.5;5.6;5.0
    2006T2;21.5;8.5;13.0;30.2;12.5;17.7;49.9;24.2;25.7;40.9;17.5;23.4;24.6;9.3;15.3;15.2;8.8;6.4
    2006T1;18.2;8.6;9.6;32.2;16.0;16.2;57.8;27.5;30.3;49.8;20.0;29.8;31.0;12.7;18.3;16.8;9.7;7.1
11 Extremadura;;;;;;;;;;;;;;;;;;
    2020T4;2.8;1.6;1.2;11.6;5.4;6.2;24.3;9.5;14.8;21.8;8.6;13.2;26.0;10.0;15.9;18.2;10.3;7.9
    2020T3;4.8;2.6;2.2;12.2;6.1;6.1;25.4;10.8;14.6;20.9;9.5;11.4;21.9;8.1;13.8;17.0;9.3;7.7
    2020T2;3.8;2.1;1.8;11.0;6.4;4.6;25.8;11.1;14.8;22.3;8.1;14.2;22.4;10.0;12.5;15.6;8.2;7.5
    2020T1;3.9;2.4;1.5;10.6;5.8;4.9;30.2;12.6;17.7;26.3;11.4;14.9;30.0;12.7;17.3;15.1;8.4;6.7
    2019T4;4.1;2.7;1.4;11.5;5.7;5.9;32.7;14.0;18.8;22.1;10.6;11.5;29.5;11.9;17.7;16.9;8.1;8.8
    2019T3;3.4;2.2;1.2;11.7;5.1;6.6;23.0;9.2;13.8;19.9;8.6;11.3;24.6;9.9;14.7;15.5;7.1;8.4
    2019T2;3.4;1.8;1.6;11.5;4.2;7.2;27.8;12.2;15.6;21.1;7.7;13.4;21.1;8.4;12.7;16.6;8.1;8.6
    2019T1;2.8;1.8;1.0;12.4;5.5;6.8;29.6;12.1;17.4;26.2;10.4;15.9;26.5;9.7;16.8;14.7;6.2;8.5
    2018T4;3.5;2.3;1.3;13.0;7.1;5.9;30.0;13.1;16.9;25.5;9.5;15.9;26.9;10.6;16.3;15.5;8.5;7.0
    2018T3;3.2;2.4;0.8;10.3;5.0;5.3;30.2;13.6;16.5;22.9;10.8;12.1;26.4;9.7;16.7;14.6;8.0;6.5
    2018T2;3.7;2.6;1.1;11.1;5.7;5.4;31.4;14.4;17.0;25.7;10.5;15.1;27.0;11.3;15.7;20.0;10.5;9.5
    2018T1;1.9;1.2;0.8;14.8;7.6;7.2;34.8;16.5;18.4;26.2;10.6;15.6;31.0;12.6;18.4;19.7;11.3;8.4
    2017T4;3.3;1.6;1.6;13.8;7.5;6.4;33.6;16.7;16.9;23.5;8.8;14.7;31.1;14.4;16.6;18.6;9.7;8.8
    2017T3;3.1;2.2;0.9;11.7;5.7;6.1;34.0;16.7;17.2;23.4;11.0;12.4;31.4;16.6;14.8;17.8;9.0;8.8
    2017T2;3.7;2.2;1.5;14.8;6.0;8.8;34.8;16.6;18.2;28.0;12.0;16.0;29.9;14.0;15.9;17.7;10.0;7.7
    2017T1;2.7;1.5;1.3;15.3;8.5;6.8;40.7;19.1;21.6;32.9;15.4;17.5;34.9;16.0;18.9;18.6;10.5;8.1
    2016T4;3.3;1.8;1.5;16.3;9.3;7.0;36.4;18.2;18.2;30.6;12.5;18.1;34.1;14.3;19.9;20.6;11.9;8.6
    2016T3;2.9;1.1;1.8;17.6;9.0;8.6;29.5;14.4;15.1;28.9;11.3;17.6;33.5;16.6;16.9;15.7;9.9;5.9
    2016T2;3.8;2.2;1.6;15.3;8.0;7.3;32.1;15.2;17.0;32.5;13.7;18.9;34.7;17.0;17.7;16.9;9.6;7.3
    2016T1;3.8;2.3;1.5;14.5;7.9;6.6;35.1;15.5;19.6;37.4;18.1;19.3;35.0;17.7;17.3;21.1;10.7;10.4
    2015T4;4.3;2.6;1.7;16.9;8.6;8.3;32.6;15.7;16.8;34.1;13.4;20.7;33.3;15.6;17.7;19.3;10.8;8.5
    2015T3;6.3;4.9;1.5;18.3;10.1;8.2;32.3;17.1;15.2;34.8;15.0;19.7;36.3;18.8;17.5;16.4;10.4;6.0
    2015T2;5.9;3.2;2.8;15.2;8.2;7.0;38.0;18.4;19.6;35.8;17.5;18.3;37.9;19.1;18.9;16.2;8.8;7.4
    2015T1;4.1;2.6;1.4;15.9;8.0;7.9;38.5;18.6;19.9;39.4;16.4;23.0;37.6;19.7;17.9;16.3;9.0;7.4
    2014T4;5.0;2.3;2.6;18.1;10.2;8.0;39.1;21.2;17.9;39.4;17.5;21.9;35.7;18.0;17.7;14.5;8.8;5.7
    2014T3;5.2;2.5;2.7;18.5;8.7;9.8;36.6;17.7;18.9;31.6;14.1;17.5;34.4;17.6;16.9;14.0;8.3;5.7
    2014T2;4.8;2.4;2.4;18.9;10.1;8.8;36.0;18.8;17.3;33.0;16.4;16.6;38.8;20.7;18.1;16.2;8.7;7.5
    2014T1;4.5;2.3;2.2;16.2;10.4;5.8;43.0;20.5;22.5;40.6;18.3;22.3;41.4;24.1;17.3;15.0;9.2;5.7
    2013T4;5.4;2.7;2.7;18.5;10.8;7.7;45.0;22.3;22.7;36.4;14.6;21.8;43.6;23.8;19.8;15.1;8.7;6.4
    2013T3;6.1;4.0;2.1;23.6;12.9;10.6;48.6;24.4;24.2;32.9;16.4;16.5;43.7;21.7;22.0;17.6;12.1;5.5
    2013T2;5.6;3.5;2.1;24.0;12.4;11.5;49.8;26.9;22.8;35.3;17.4;17.9;41.8;20.4;21.4;19.0;12.2;6.8
    2013T1;6.9;3.7;3.2;26.9;15.5;11.3;51.1;29.2;21.9;39.8;19.7;20.1;40.8;20.1;20.7;18.7;13.2;5.5
    2012T4;5.4;2.4;3.0;25.7;14.0;11.7;47.4;26.1;21.3;40.3;19.8;20.5;38.5;17.6;20.9;18.0;11.8;6.2
    2012T3;7.6;3.7;3.8;25.1;13.3;11.9;46.6;24.7;21.9;35.8;16.4;19.4;35.3;17.7;17.6;18.4;13.3;5.1
    2012T2;5.7;3.0;2.7;26.0;14.3;11.8;43.3;23.0;20.3;39.0;17.8;21.2;37.2;19.1;18.1;15.5;11.9;3.6
    2012T1;7.5;3.9;3.6;22.4;11.4;11.1;42.0;24.0;18.0;39.0;18.5;20.5;35.2;18.9;16.3;14.2;10.8;3.4
    2011T4;5.3;3.1;2.2;20.8;10.2;10.6;40.0;22.0;18.0;34.9;14.8;20.2;26.7;15.2;11.5;13.5;8.6;4.9
    2011T3;5.5;4.4;1.1;18.4;8.1;10.3;32.5;18.4;14.1;24.9;13.7;11.2;26.3;13.1;13.1;8.8;5.3;3.5
    2011T2;7.2;4.9;2.3;19.0;9.2;9.8;33.2;17.9;15.3;23.9;11.1;12.8;23.3;12.5;10.8;10.0;6.2;3.8
    2011T1;6.5;4.0;2.6;18.7;9.5;9.2;31.8;16.5;15.3;34.0;15.7;18.2;25.1;13.5;11.7;10.3;7.7;2.6
    2010T4;4.9;3.1;1.9;20.8;11.2;9.6;33.4;18.2;15.3;27.6;12.0;15.6;24.2;12.3;11.9;9.1;5.8;3.4
    2010T3;7.3;4.8;2.5;18.9;8.7;10.2;29.8;15.9;14.0;28.5;13.2;15.4;19.7;11.0;8.7;7.5;4.6;2.9
    2010T2;6.5;3.6;2.9;18.6;9.3;9.3;29.6;15.5;14.0;27.1;13.6;13.6;22.2;10.7;11.5;8.9;6.3;2.7
    2010T1;6.1;3.8;2.3;15.2;8.3;6.9;33.0;17.6;15.4;27.4;11.4;16.0;21.6;10.7;10.8;10.6;7.8;2.8
    2009T4;6.4;3.1;3.3;15.8;8.5;7.3;30.4;13.0;17.4;22.7;9.7;13.0;17.3;8.9;8.4;10.9;7.3;3.6
    2009T3;6.4;2.5;3.9;15.6;5.9;9.7;26.6;9.9;16.7;22.3;12.4;9.9;13.6;7.3;6.3;9.6;6.2;3.4
    2009T2;6.8;3.4;3.4;14.9;7.3;7.6;28.1;11.5;16.5;22.8;11.4;11.4;17.4;9.2;8.3;9.2;6.4;2.8
    2009T1;8.6;4.4;4.3;17.4;9.3;8.1;30.5;13.7;16.8;24.0;13.4;10.6;18.1;10.2;7.9;9.3;6.4;2.9
    2008T4;8.1;4.6;3.5;12.1;5.3;6.8;23.0;10.5;12.5;20.1;9.7;10.4;17.1;7.8;9.4;7.7;4.7;3.0
    2008T3;6.0;2.7;3.4;11.2;4.6;6.6;16.2;7.0;9.2;19.7;6.5;13.2;11.9;5.9;5.9;7.2;3.9;3.2
    2008T2;4.6;1.5;3.1;11.0;3.9;7.1;14.9;6.3;8.6;17.1;6.2;10.8;13.5;5.2;8.3;7.3;4.2;3.2
    2008T1;5.0;1.5;3.5;11.5;4.0;7.5;19.2;9.7;9.5;16.4;4.6;11.8;11.0;4.6;6.4;6.0;3.7;2.3
    2007T4;4.8;2.0;2.8;11.9;4.6;7.4;19.5;7.8;11.7;14.5;5.5;9.1;14.7;5.8;8.9;6.0;3.7;2.3
    2007T3;4.2;2.0;2.2;11.9;5.5;6.3;15.3;5.3;10.0;9.9;3.9;6.0;12.9;5.4;7.4;4.9;2.7;2.2
    2007T2;3.0;1.6;1.4;9.5;3.9;5.6;15.0;6.1;8.9;13.2;5.6;7.6;11.8;4.4;7.4;4.2;2.4;1.8
    2007T1;4.8;2.6;2.2;11.8;4.8;7.0;14.2;7.0;7.2;13.1;4.8;8.3;10.9;4.4;6.4;5.7;3.7;1.9
    2006T4;5.5;2.7;2.8;7.9;3.0;4.8;16.2;7.1;9.1;13.7;5.0;8.7;11.5;5.2;6.3;5.9;3.7;2.2
    2006T3;5.0;3.0;2.0;7.3;1.5;5.8;13.9;6.5;7.5;12.8;5.1;7.7;7.7;3.4;4.3;4.2;3.1;1.1
    2006T2;5.5;3.3;2.2;9.9;4.2;5.7;18.6;8.3;10.3;11.8;5.5;6.2;11.3;4.6;6.7;4.9;3.4;1.5
    2006T1;6.3;4.2;2.1;11.2;4.3;7.0;21.6;9.8;11.8;17.3;7.5;9.9;10.4;4.0;6.4;4.9;3.2;1.7
12 Galicia;;;;;;;;;;;;;;;;;;
    2020T4;2.7;1.2;1.4;12.9;6.4;6.5;36.9;16.5;20.4;36.1;15.8;20.3;32.0;13.1;18.8;22.1;12.4;9.8
    2020T3;4.4;2.7;1.7;16.1;8.1;8.1;37.1;17.9;19.2;32.4;14.0;18.4;32.7;14.8;17.9;22.1;11.6;10.5
    2020T2;3.4;2.2;1.2;13.3;7.8;5.5;35.2;17.0;18.2;35.6;16.9;18.7;35.3;18.1;17.1;19.8;9.8;10.0
    2020T1;2.4;1.6;0.8;13.1;7.4;5.7;37.8;18.0;19.8;38.8;16.2;22.6;40.1;17.2;22.9;24.6;11.6;13.0
    2019T4;2.9;1.6;1.3;12.7;6.6;6.1;32.3;16.0;16.3;37.7;14.1;23.6;36.0;16.0;20.0;24.2;11.9;12.2
    2019T3;3.4;2.0;1.4;13.4;7.7;5.7;33.1;14.2;18.9;35.2;13.2;22.0;34.8;15.9;18.9;23.6;10.8;12.9
    2019T2;3.9;2.4;1.5;10.9;6.1;4.9;29.7;15.1;14.7;38.9;18.0;20.9;34.6;15.9;18.7;22.3;11.5;10.8
    2019T1;3.6;2.4;1.2;12.2;8.1;4.1;35.1;17.7;17.4;42.5;20.4;22.0;37.8;18.2;19.7;22.8;10.7;12.1
    2018T4;2.7;1.6;1.1;13.7;8.0;5.6;35.9;17.7;18.2;37.4;16.1;21.4;35.8;16.6;19.2;23.5;12.7;10.8
    2018T3;4.3;2.0;2.3;14.6;7.4;7.2;38.1;17.5;20.6;38.4;17.6;20.8;34.4;16.0;18.4;23.1;11.5;11.6
    2018T2;5.2;1.9;3.3;14.1;6.7;7.4;36.0;16.2;19.9;50.2;22.7;27.5;42.1;20.5;21.6;27.4;14.2;13.2
    2018T1;4.5;2.2;2.3;16.1;8.7;7.4;42.4;20.9;21.5;51.2;24.0;27.2;43.5;20.1;23.4;28.8;15.3;13.5
    2017T4;5.0;2.8;2.2;15.3;8.7;6.6;40.3;20.9;19.4;50.7;24.4;26.3;42.7;18.5;24.2;28.0;16.4;11.7
    2017T3;4.5;2.9;1.6;17.3;9.2;8.1;41.1;18.5;22.6;50.0;21.7;28.2;41.4;19.0;22.4;27.6;14.9;12.6
    2017T2;4.2;2.0;2.2;17.2;9.1;8.0;44.3;22.4;21.9;60.0;27.4;32.6;47.5;22.5;25.1;28.3;16.2;12.2
    2017T1;3.2;2.0;1.3;17.7;9.9;7.8;49.7;25.2;24.5;62.5;30.5;32.0;54.4;27.7;26.7;29.7;16.7;13.1
    2016T4;1.7;0.4;1.3;19.8;12.0;7.7;48.3;23.1;25.1;55.6;27.3;28.3;52.1;24.6;27.4;26.8;15.1;11.7
    2016T3;4.2;2.3;1.9;20.6;11.7;8.8;51.7;24.3;27.4;53.6;24.3;29.4;50.5;26.7;23.8;26.2;15.0;11.2
    2016T2;4.5;2.3;2.2;22.6;11.8;10.8;57.6;29.2;28.4;60.8;27.4;33.4;50.1;26.0;24.2;27.3;17.0;10.3
    2016T1;4.8;2.4;2.4;22.0;10.3;11.7;54.8;28.1;26.7;66.7;31.2;35.5;51.7;26.4;25.4;27.9;16.2;11.7
    2015T4;4.0;2.1;1.9;21.8;11.5;10.3;54.8;26.7;28.1;62.7;28.4;34.3;51.2;25.8;25.4;28.2;16.8;11.4
    2015T3;5.2;3.1;2.1;23.1;12.4;10.7;56.5;27.1;29.3;61.0;26.1;34.9;48.3;25.3;23.0;28.7;16.5;12.2
    2015T2;6.2;4.4;1.8;23.0;12.5;10.5;67.5;32.5;34.9;70.4;33.6;36.8;56.2;28.6;27.5;29.2;17.1;12.1
    2015T1;4.9;2.9;2.0;23.3;13.5;9.8;78.7;37.9;40.8;77.1;37.2;39.9;64.0;34.4;29.7;27.7;17.1;10.6
    2014T4;5.2;2.9;2.3;26.2;13.4;12.8;70.8;36.3;34.5;74.2;35.6;38.6;59.3;33.8;25.5;28.2;16.0;12.2
    2014T3;6.1;3.2;2.9;28.2;15.2;13.1;67.1;34.5;32.6;69.0;32.5;36.5;57.2;31.2;26.0;30.7;18.4;12.3
    2014T2;6.4;3.1;3.3;29.7;17.0;12.6;76.4;38.0;38.4;79.4;36.6;42.8;61.8;33.3;28.5;30.7;18.9;11.8
    2014T1;5.8;3.3;2.5;29.2;16.5;12.7;84.5;43.5;41.0;84.1;41.2;42.9;64.1;36.8;27.3;29.2;17.4;11.8
